,orth,base,ctag,sentence
15188,tygodniku,tygodnik,subst:sg:loc:m3,914
15189,",",",",interp,914
15190,posłanka,posłanka,subst:sg:nom:f,914
15191,Bronisława,Bronisława,subst:sg:nom:f,914
15192,Kowalska,Kowalska,subst:sg:nom:f,914
15193,zarzuciła,zarzucić,praet:sg:f:perf,914
15194,Tadeuszowi,Tadeusz,subst:sg:dat:m1,914
15195,Krzakowskiemu,Krzakowski,subst:sg:dat:m1,914
15196,",",",",interp,914
15197,prezydentowi,prezydent,subst:sg:dat:m1,914
15198,Legnicy,Legnica,subst:sg:gen:f,914
15199,",",",",interp,914
15200,że,że,comp,914
15201,„,„,interp,914
15202,cierpi,cierpieć,fin:sg:ter:imperf,914
15203,na,na,prep:acc,914
15204,szczególny,szczególny,adj:sg:acc:m3:pos,914
15205,rodzaj,rodzaj,subst:sg:acc:m3,914
15206,politycznej,polityczny,adj:sg:gen:f:pos,914
15207,amnezji,amnezja,subst:sg:gen:f,914
15208,i,i,conj,914
15209,nie,nie,qub,914
15210,może,móc,fin:sg:ter:imperf,914
15211,przypomnieć,przypomnieć,inf:perf,914
15212,sobie,siebie,siebie:dat,914
15213,chociażby,chociażby,qub,914
15214,jednej,jeden,adj:sg:gen:f:pos,914
15215,sprawy,sprawa,subst:sg:gen:f,914
15216,załatwionej,załatwić,ppas:sg:gen:f:perf:aff,914
15217,przeze,przez,prep:acc:wok,914
15218,mnie,ja,ppron12:sg:acc:f:pri:akc,914
15219,dla,dla,prep:gen,914
15220,Legnicy,Legnica,subst:sg:gen:f,914
15221,”,”,interp,914
15222,.,.,interp,914
15223,Kowalska,Kowalska,subst:sg:nom:f,915
15224,przypomina,przypominać,fin:sg:ter:imperf,915
15225,więc,więc,conj,915
15226,dwie,dwa,num:pl:acc:f:congr,915
15227,",",",",interp,915
15228,które,który,adj:pl:acc:f:pos,915
15229,udało,udać,praet:sg:n:perf,915
15230,się,się,qub,915
15231,załatwić,załatwić,inf:perf,915
15232,–,–,interp,915
15233,jak,jak,adv:pos,915
15234,twierdzi,twierdzić,fin:sg:ter:imperf,915
15235,–,–,interp,915
15236,dzięki,dzięki,prep:dat,915
15237,jej,on,ppron3:sg:gen:f:ter:akc:npraep,915
15238,interwencji,interwencja,subst:sg:dat:f,915
15239,.,.,interp,915
15240,Chodzi,chodzić,fin:sg:ter:imperf,916
15241,o,o,prep:acc,916
15242,zwiększenie,zwiększyć,ger:sg:acc:n:perf:aff,916
15243,subwencji,subwencja,subst:sg:gen:f,916
15244,oświatowej,oświatowy,adj:sg:gen:f:pos,916
15245,dla,dla,prep:gen,916
15246,Legnicy,Legnica,subst:sg:gen:f,916
15247,w,w,prep:loc:nwok,916
15248,roku,rok,subst:sg:loc:m3,916
15249,2002,2002,adj:sg:loc:m3:pos,916
15250,i,i,conj,916
15251,2003,2003,adj:sg:loc:m3:pos,916
15252,.,.,interp,916
15253,„,„,interp,916
15254,Informowała,informować,praet:sg:f:imperf,916
15255,nawet,nawet,qub,916
15256,o,o,prep:loc,916
15257,tym,to,subst:sg:loc:n,916
15258,Pani,pani,subst:sg:nom:f,916
15259,Minister,minister,subst:sg:nom:f,916
15260,Krystyna,Krystyna,subst:sg:nom:f,916
15261,Łybacka,Łybacka,subst:sg:nom:f,916
15262,goszcząc,gościć,pcon:imperf,916
15263,w,w,prep:loc:nwok,916
15264,Zespole,zespół,subst:sg:loc:m3,916
15265,Szkół,szkoła,subst:pl:gen:f,916
15266,Technicznych,techniczny,adj:pl:gen:f:pos,916
15267,i,i,conj,916
15268,Ogólnokształcących,ogólnokształcący,adj:pl:gen:f:pos,916
15269,na,na,prep:loc,916
15270,40-leciu,40-lecie,subst:sg:loc:n,916
15271,szkoły,szkoła,subst:sg:gen:f,916
15272,.,.,interp,916
15273,Tyle,tyle,num:sg:acc:f:rec,917
15274,?,?,interp,917
15275,Aż,aż,qub,918
15276,tyle,tyle,num:sg:nom:f:rec,918
15277,!,!,interp,918
15278,O,o,prep:acc,919
15279,taką,taki,adj:sg:acc:f:pos,919
15280,interwencję,interwencja,subst:sg:acc:f,919
15281,prosił,prosić,praet:sg:m1:imperf,919
15282,mnie,ja,ppron12:sg:gen:f:pri:akc,919
15283,Pan,pan,subst:sg:nom:m1,919
15284,Prezydent,prezydent,subst:sg:nom:m1,919
15285,”,”,interp,919
15286,–,–,interp,919
15287,napisała,napisać,praet:sg:f:perf,919
15288,posłanka,posłanka,subst:sg:nom:f,919
15289,.,.,interp,919
15290,„,„,interp,920
15291,Szkoda,szkoda,pred,920
15292,tylko,tylko,qub,920
15293,",",",",interp,920
15294,że,że,comp,920
15295,po,po,prep:loc,920
15296,wygranych,wygrać,ppas:pl:loc:n:perf:aff,920
15297,przez,przez,prep:acc:nwok,920
15298,Pana,pan,subst:sg:acc:m1,920
15299,Prezydenta,prezydent,subst:sg:acc:m1,920
15300,wyborach,wybory,subst:pl:loc:n,920
15301,spotkali,spotkać,praet:pl:m1:perf,920
15302,śmy,być,aglt:pl:pri:imperf:nwok,920
15303,się,się,qub,920
15304,w,w,prep:loc:nwok,920
15305,sprawie,sprawa,subst:sg:loc:f,920
15306,Legnicy,Legnica,subst:sg:gen:f,920
15307,tylko,tylko,qub,920
15308,jeden,jeden,adj:sg:acc:m3:pos,920
15309,raz,raz,subst:sg:acc:m3,920
15310,”,”,interp,920
15311,–,–,interp,920
15312,dodała,dodać,praet:sg:f:perf,920
15313,posłanka,posłanka,subst:sg:nom:f,920
15314,Kowalska,Kowalska,subst:sg:nom:f,920
15315,.,.,interp,920
15316,Sekret,sekret,subst:sg:nom:m3,921
15317,szósty,szósty,adj:sg:nom:m3:pos,921
15318,:,:,interp,921
15319,Podstawą,podstawa,subst:sg:inst:f,921
15320,jest,być,fin:sg:ter:imperf,921
15321,kontrola,kontrola,subst:sg:nom:f,921
15322,Jeśli,jeśli,comp,921
15323,kontrolujemy,kontrolować,fin:pl:pri:imperf,921
15324,nasz,nasz,adj:sg:acc:m3:pos,921
15325,umysł,umysł,subst:sg:acc:m3,921
15326,i,i,conj,921
15327,nasze,nasz,adj:pl:acc:f:pos,921
15328,emocje,emocja,subst:pl:acc:f,921
15329,",",",",interp,921
15330,kontrolujemy,kontrolować,fin:pl:pri:imperf,921
15331,siebie,siebie,siebie:acc,921
15332,i,i,conj,921
15333,nasze,nasz,adj:sg:acc:n:pos,921
15334,życie,życie,subst:sg:acc:n,921
15335,.,.,interp,921
15336,Droga,droga,subst:sg:nom:f,922
15337,do,do,prep:gen,922
15338,sukcesu,sukces,subst:sg:gen:m3,922
15339,jest,być,fin:sg:ter:imperf,922
15340,drogą,droga,subst:sg:inst:f,922
15341,ciągłej,ciągły,adj:sg:gen:f:pos,922
15342,walki,walka,subst:sg:gen:f,922
15343,z,z,prep:inst:nwok,922
15344,własnymi,własny,adj:pl:inst:n:pos,922
15345,uprzedzeniami,uprzedzenie,subst:pl:inst:n,922
15346,i,i,conj,922
15347,słabościami,słabość,subst:pl:inst:f,922
15348,",",",",interp,922
15349,drogą,droga,subst:sg:inst:f,922
15350,pełną,pełny,adj:sg:inst:f:pos,922
15351,wyrzeczeń,wyrzeczenie,subst:pl:gen:n,922
15352,i,i,conj,922
15353,zmagań,zmaganie,subst:pl:gen:n,922
15354,.,.,interp,922
15355,Aby,aby,comp,923
15356,odnieść,odnieść,inf:perf,923
15357,rzeczywisty,rzeczywisty,adj:sg:acc:m3:pos,923
15358,sukces,sukces,subst:sg:acc:m3,923
15359,",",",",interp,923
15360,istotne,istotny,adj:sg:nom:n:pos,923
15361,jest,być,fin:sg:ter:imperf,923
15362,",",",",interp,923
15363,jak,jak,adv:pos,923
15364,dobrze,dobrze,adv:pos,923
15365,radzimy,radzić,fin:pl:pri:imperf,923
15366,sobie,siebie,siebie:dat,923
15367,ze,z,prep:inst:wok,923
15368,światem,świat,subst:sg:inst:m3,923
15369,naszych,nasz,adj:pl:gen:f:pos,923
15370,emocji,emocja,subst:pl:gen:f,923
15371,i,i,conj,923
15372,myśli,myśl,subst:pl:gen:f,923
15373,",",",",interp,923
15374,a,a,conj,923
15375,nie,nie,qub,923
15376,ze,z,prep:inst:wok,923
15377,światem,świat,subst:sg:inst:m3,923
15378,zewnętrznym,zewnętrzny,adj:sg:inst:m3:pos,923
15379,.,.,interp,923
15380,Kluczem,klucz,subst:sg:inst:m3,924
15381,do,do,prep:gen,924
15382,sukcesu,sukces,subst:sg:gen:m3,924
15383,jest,być,fin:sg:ter:imperf,924
15384,samodyscyplina,samodyscyplina,subst:sg:nom:f,924
15385,",",",",interp,924
15386,przez,przez,prep:acc:nwok,924
15387,którą,który,adj:sg:acc:f:pos,924
15388,rozumie,rozumieć,fin:sg:ter:imperf,924
15389,się,się,qub,924
15390,zdolność,zdolność,subst:sg:acc:f,924
15391,kontrolowania,kontrolować,ger:sg:gen:n:imperf:aff,924
15392,samego,sam,adj:sg:gen:m3:pos,924
15393,siebie,siebie,siebie:gen,924
15394,",",",",interp,924
15395,w,w,prep:loc:nwok,924
15396,tym,to,subst:sg:loc:n,924
15397,przede,przed,prep:inst:wok,924
15398,wszystkim,wszystko,subst:pl:inst:n,924
15399,swoich,swój,adj:pl:gen:f:pos,924
15400,emocji,emocja,subst:pl:gen:f,924
15401,i,i,conj,924
15402,myśli,myśl,subst:pl:gen:f,924
15403,.,.,interp,924
15404,Samodyscyplina,samodyscyplina,subst:sg:nom:f,925
15405,jest,być,fin:sg:ter:imperf,925
15406,konieczna,konieczny,adj:sg:nom:f:pos,925
15407,",",",",interp,925
15408,aby,aby,comp,925
15409,wykształcić,wykształcić,inf:perf,925
15410,i,i,conj,925
15411,utrzymać,utrzymać,inf:perf,925
15412,w,w,prep:loc:nwok,925
15413,sobie,siebie,siebie:loc,925
15414,pozytywną,pozytywny,adj:sg:acc:f:pos,925
15415,postawę,postawa,subst:sg:acc:f,925
15416,umysłową,umysłowy,adj:sg:acc:f:pos,925
15417,oraz,oraz,conj,925
15418,zmierzać,zmierzać,inf:imperf,925
15419,w,w,prep:loc:nwok,925
15420,kierunku,kierunek,subst:sg:loc:m3,925
15421,obranego,obrać,ppas:sg:gen:m3:perf:aff,925
15422,celu,cel,subst:sg:gen:m3,925
15423,.,.,interp,925
15424,Brak,brak,subst:sg:nom:m3,926
15425,samodyscypliny,samodyscyplina,subst:sg:gen:f,926
15426,oznacza,oznaczać,fin:sg:ter:imperf,926
15427,klęskę,klęska,subst:sg:acc:f,926
15428,w,w,prep:loc:nwok,926
15429,walce,walka,subst:sg:loc:f,926
15430,z,z,prep:inst:nwok,926
15431,siedmioma,siedem,num:pl:inst:f:congr,926
15432,głównymi,główny,adj:pl:inst:f:pos,926
15433,emocjami,emocja,subst:pl:inst:f,926
15434,negatywnymi,negatywny,adj:pl:inst:f:pos,926
15435,:,:,interp,926
15436,strachem,strach,subst:sg:inst:m3,926
15437,",",",",interp,926
15438,nienawiścią,nienawiść,subst:sg:inst:f,926
15439,",",",",interp,926
15440,gniewem,gniew,subst:sg:inst:m3,926
15441,",",",",interp,926
15442,chciwością,chciwość,subst:sg:inst:f,926
15443,",",",",interp,926
15444,zazdrością,zazdrość,subst:sg:inst:f,926
15445,",",",",interp,926
15446,mściwością,mściwość,subst:sg:inst:f,926
15447,i,i,conj,926
15448,podejrzliwością,podejrzliwość,subst:sg:inst:f,926
15449,.,.,interp,926
15450,Samodyscyplina,samodyscyplina,subst:sg:nom:f,927
15451,oznacza,oznaczać,fin:sg:ter:imperf,927
15452,natomiast,natomiast,conj,927
15453,zdolność,zdolność,subst:sg:acc:f,927
15454,koncentracji,koncentracja,subst:sg:gen:f,927
15455,na,na,prep:loc,927
15456,emocjach,emocja,subst:pl:loc:f,927
15457,pozytywnych,pozytywny,adj:pl:loc:f:pos,927
15458,",",",",interp,927
15459,do,do,prep:gen,927
15460,których,który,adj:pl:gen:f:pos,927
15461,zalicza,zaliczać,fin:sg:ter:imperf,927
15462,się,się,qub,927
15463,miłość,miłość,subst:sg:acc:f,927
15464,",",",",interp,927
15465,seks,seks,subst:sg:acc:m3,927
15466,",",",",interp,927
15467,nadzieję,nadzieja,subst:sg:acc:f,927
15468,",",",",interp,927
15469,wiarę,wiara,subst:sg:acc:f,927
15470,",",",",interp,927
15471,entuzjazm,entuzjazm,subst:sg:acc:m3,927
15472,",",",",interp,927
15473,lojalność,lojalność,subst:sg:acc:f,927
15474,i,i,conj,927
15475,pragnienie,pragnienie,subst:sg:acc:n,927
15476,.,.,interp,927
15477,Kormorany,kormoran,subst:pl:nom:m2,928
15478,swą,swój,adj:sg:acc:f:pos,928
15479,działalność,działalność,subst:sg:acc:f,928
15480,zapoczątkowały,zapoczątkować,praet:pl:m2:perf,928
15481,jeszcze,jeszcze,qub,928
15482,w,w,prep:loc:nwok,928
15483,latach,rok,subst:pl:loc:m3,928
15484,80-tych,80,adj:pl:loc:m3:pos,928
15485,.,.,interp,928
15486,Swój,swój,adj:sg:acc:m3:pos,929
15487,legendarny,legendarny,adj:sg:acc:m3:pos,929
15488,status,status,subst:sg:acc:m3,929
15489,grupa,grupa,subst:sg:nom:f,929
15490,zawdzięcza,zawdzięczać,fin:sg:ter:imperf,929
15491,w,w,prep:loc:nwok,929
15492,głównej,główny,adj:sg:loc:f:pos,929
15493,mierze,miara,subst:sg:loc:f,929
15494,niezwykłym,niezwykły,adj:pl:dat:m3:pos,929
15495,koncertom,koncert,subst:pl:dat:m3,929
15496,-,-,interp,929
15497,ich,on,ppron3:pl:gen:m2:ter:akc:npraep,929
15498,pierwsza,pierwszy,adj:sg:nom:f:pos,929
15499,płyta,płyta,subst:sg:nom:f,929
15500,została,zostać,praet:sg:f:perf,929
15501,wydana,wydać,ppas:sg:nom:f:perf:aff,929
15502,dopiero,dopiero,qub,929
15503,dwa,dwa,num:pl:acc:m3:congr,929
15504,lata,rok,subst:pl:acc:m3,929
15505,temu,temu,prep:acc,929
15506,.,.,interp,929
15507,Specyficzna,specyficzny,adj:sg:nom:f:pos,930
15508,aura,aura,subst:sg:nom:f,930
15509,wnętrz,wnętrze,subst:pl:gen:n,930
15510,",",",",interp,930
15511,którymi,który,adj:pl:inst:n:pos,930
15512,często,często,adv:pos,930
15513,były,być,praet:pl:n:imperf,930
15514,bunkry,bunkier,subst:pl:nom:m3,930
15515,",",",",interp,930
15516,wieże,wieża,subst:pl:nom:f,930
15517,ciśnień,ciśnienie,subst:pl:gen:n,930
15518,",",",",interp,930
15519,jaskinie,jaskinia,subst:pl:nom:f,930
15520,udzielała,udzielać,praet:sg:f:imperf,930
15521,się,się,qub,930
15522,psychodelicznej,psychodeliczny,adj:sg:dat:f:pos,930
15523,",",",",interp,930
15524,ilustracyjnej,ilustracyjny,adj:sg:dat:f:pos,930
15525,i,i,conj,930
15526,trochę,trochę,adv,930
15527,industrialnej,industrialny,adj:sg:dat:f:pos,930
15528,muzyce,muzyka,subst:sg:dat:f,930
15529,zespołu,zespół,subst:sg:gen:m3,930
15530,.,.,interp,930
15531,W,w,prep:loc:nwok,931
15532,latach,rok,subst:pl:loc:m3,931
15533,90,90,adj:pl:loc:m3:pos,931
15534,.,.,interp,931
15535,grupa,grupa,subst:sg:nom:f,931
15536,znana,znać,ppas:sg:nom:f:imperf:aff,931
15537,była,być,praet:sg:f:imperf,931
15538,bardziej,bardzo,adv:com,931
15539,ze,z,prep:gen:wok,931
15540,sceny,scena,subst:sg:gen:f,931
15541,teatralnej,teatralny,adj:sg:gen:f:pos,931
15542,",",",",interp,931
15543,niż,niż,conj,931
15544,muzycznej,muzyczny,adj:sg:gen:f:pos,931
15545,.,.,interp,931
15546,Muzycy,muzyk,subst:pl:nom:m1,932
15547,stworzyli,stworzyć,praet:pl:m1:perf,932
15548,cenione,cenić,ppas:pl:acc:f:imperf:aff,932
15549,ścieżki,ścieżka,subst:pl:acc:f,932
15550,dźwiękowe,dźwiękowy,adj:pl:acc:f:pos,932
15551,do,do,prep:gen,932
15552,wielu,wiele,num:pl:gen:m3:congr,932
15553,spektakli,spektakl,subst:pl:gen:m3,932
15554,nie,nie,conj,932
15555,tylko,tylko,conj,932
15556,wrocławskich,wrocławski,adj:pl:gen:m3:pos,932
15557,teatrów,teatr,subst:pl:gen:m3,932
15558,.,.,interp,932
15559,Zespołowi,zespół,subst:sg:dat:m3,933
15560,Program,program,subst:sg:nom:m3,933
15561,równie,równie,adv:pos,933
15562,dobrze,dobrze,adv:pos,933
15563,jak,jak,conj,933
15564,Kormoran,kormoran,subst:sg:nom:m2,933
15565,można,można,pred,933
15566,nadać,nadać,inf:perf,933
15567,status,status,subst:sg:acc:m3,933
15568,legendy,legenda,subst:sg:gen:f,933
15569,.,.,interp,933
15570,Wydany,wydać,ppas:sg:nom:m3:perf:aff,934
15571,jedynie,jedynie,qub,934
15572,na,na,prep:loc,934
15573,kasecie,kaseta,subst:sg:loc:f,934
15574,debiut,debiut,subst:sg:nom:m3,934
15575,sprzed,sprzed,prep:gen:nwok,934
15576,niemal,niemal,qub,934
15577,dekady,dekada,subst:sg:gen:f,934
15578,",",",",interp,934
15579,po,po,prep:loc,934
15580,drodze,droga,subst:sg:loc:f,934
15581,epka,epka,subst:sg:nom:f,934
15582,",",",",interp,934
15583,wreszcie,wreszcie,qub,934
15584,„,„,interp,934
15585,Blackmeat,Blackmeat,xxx,934
15586,of,of,xxx,934
15587,W,W,xxx,934
15588,.,.,interp,934
15589,B,B,xxx,934
15590,.,.,interp,934
15591,”,”,interp,934
15592,",",",",interp,934
15593,pierwsza,pierwszy,adj:sg:nom:f:pos,934
15594,pełnowymiarowa,pełnowymiarowy,adj:sg:nom:f:pos,934
15595,płyta,płyta,subst:sg:nom:f,934
15596,składają,składać,fin:pl:ter:imperf,934
15597,się,się,qub,934
15598,na,na,prep:acc,934
15599,dotychczasowy,dotychczasowy,adj:sg:acc:m3:pos,934
15600,dorobek,dorobek,subst:sg:acc:m3,934
15601,grupy,grupa,subst:sg:gen:f,934
15602,.,.,interp,934
15603,Ich,on,ppron3:pl:gen:m1:ter:akc:npraep,935
15604,powalające,powalający,adj:pl:nom:m3:pos,935
15605,",",",",interp,935
15606,krótkie,krótki,adj:pl:nom:m3:pos,935
15607,",",",",interp,935
15608,acz,acz,comp,935
15609,wyczerpujące,wyczerpujący,adj:pl:nom:m3:pos,935
15610,energetycznie,energetycznie,adv:pos,935
15611,koncerty,koncert,subst:pl:nom:m3,935
15612,to,to,pred,935
15613,zasługa,zasługa,subst:sg:nom:f,935
15614,świetnych,świetny,adj:pl:gen:m1:pos,935
15615,muzyków,muzyk,subst:pl:gen:m1,935
15616,i,i,conj,935
15617,poszukującego,poszukiwać,pact:sg:gen:m1:imperf:aff,935
15618,inspiracji,inspiracja,subst:pl:gen:f,935
15619,u,u,prep:gen,935
15620,Mike'a,Mike,subst:sg:gen:m1,935
15621,Pattona,Patton,subst:sg:gen:m1,935
15622,wokalisty,wokalista,subst:sg:gen:m1,935
15623,Kostasa,Kostas,subst:sg:gen:m3,935
15624,.,.,interp,935
15625,Wiadomo,wiadomo,pred,936
15626,",",",",interp,936
15627,że,że,comp,936
15628,zarówno,zarówno,conj,936
15629,urzędy,urząd,subst:pl:nom:m3,936
15630,jak,jak,conj,936
15631,i,i,conj,936
15632,sądy,sąd,subst:pl:nom:m3,936
15633,powinny,powinien,winien:pl:m3:imperf,936
15634,brać,brać,inf:imperf,936
15635,pod,pod,prep:acc:nwok,936
15636,uwagę,uwaga,subst:sg:acc:f,936
15637,dobro,dobro,subst:sg:acc:n,936
15638,dziecka,dziecko,subst:sg:gen:n,936
15639,.,.,interp,936
15640,Jak,jak,adv:pos,937
15641,je,on,ppron3:sg:acc:n:ter:akc:npraep,937
15642,jednak,jednak,conj,937
15643,zdefiniować,zdefiniować,inf:perf,937
15644,",",",",interp,937
15645,by,by,comp,937
15646,nie,nie,qub,937
15647,naruszać,naruszać,inf:imperf,937
15648,wolności,wolność,subst:sg:gen:f,937
15649,obywatelskiej,obywatelski,adj:sg:gen:f:pos,937
15650,rodziców,rodzic,subst:pl:gen:m1,937
15651,?,?,interp,937
15652,Poza,poza,prep:inst,938
15653,wypadkami,wypadek,subst:pl:inst:m3,938
15654,oczywistymi,oczywisty,adj:pl:inst:m3:pos,938
15655,",",",",interp,938
15656,jak,jak,prep:nom,938
15657,znęcanie,znęcać,ger:sg:nom:n:imperf:aff,938
15658,się,się,qub,938
15659,",",",",interp,938
15660,brak,brak,subst:sg:nom:m3,938
15661,opieki,opieka,subst:sg:gen:f,938
15662,",",",",interp,938
15663,demoralizujący,demoralizujący,adj:sg:nom:m3:pos,938
15664,wpływ,wpływ,subst:sg:nom:m3,938
15665,na,na,prep:acc,938
15666,dzieci,dziecko,subst:pl:acc:n,938
15667,",",",",interp,938
15668,pozostaje,pozostawać,fin:sg:ter:imperf,938
15669,spory,spory,adj:sg:nom:m3:pos,938
15670,margines,margines,subst:sg:nom:m3,938
15671,wątpliwości,wątpliwość,subst:sg:gen:f,938
15672,.,.,interp,938
15673,Czy,czy,qub,939
15674,istnieje,istnieć,fin:sg:ter:imperf,939
15675,obiektywna,obiektywny,adj:sg:nom:f:pos,939
15676,ocena,ocena,subst:sg:nom:f,939
15677,rodzicielskich,rodzicielski,adj:pl:gen:f:pos,939
15678,kwalifikacji,kwalifikacja,subst:pl:gen:f,939
15679,",",",",interp,939
15680,podawanych,podawać,ppas:pl:gen:f:imperf:aff,939
15681,w,w,prep:acc:nwok,939
15682,wątpliwość,wątpliwość,subst:sg:acc:f,939
15683,w,w,prep:acc:nwok,939
15684,imię,imię,subst:sg:acc:n,939
15685,zagrożonego,zagrozić,ppas:sg:gen:n:perf:aff,939
15686,dobra,dobro,subst:sg:gen:n,939
15687,dziecka,dziecko,subst:sg:gen:n,939
15688,?,?,interp,939
15689,Jaki,jaki,adj:sg:acc:m3:pos,940
15690,na,na,prep:acc,940
15691,przykład,przykład,subst:sg:acc:m3,940
15692,trzeba,trzeba,pred,940
15693,mieć,mieć,inf:imperf,940
15694,iloraz,iloraz,subst:sg:acc:m3,940
15695,inteligencji,inteligencja,subst:sg:gen:f,940
15696,",",",",interp,940
15697,żeby,żeby,comp,940
15698,nie,nie,qub,940
15699,podpaść,podpaść,inf:perf,940
15700,urzędnikom,urzędnik,subst:pl:dat:m1,940
15701,?,?,interp,940
15702,Dowcip,dowcip,subst:sg:nom:m3,941
15703,rysunkowy,rysunkowy,adj:sg:nom:m3:pos,941
15704,często,często,adv:pos,941
15705,bywał,bywać,praet:sg:m3:imperf,941
15706,niezbyt,niezbyt,adv,941
15707,wybredny,wybredny,adj:sg:nom:m3:pos,941
15708,.,.,interp,941
15709,Autor,autor,subst:sg:nom:m1,942
15710,",",",",interp,942
15711,nie,nie,qub,942
15712,bawiąc,bawić,pcon:imperf,942
15713,się,się,qub,942
15714,w,w,prep:acc:nwok,942
15715,żadną,żaden,adj:sg:acc:f:pos,942
15716,symbolikę,symbolika,subst:sg:acc:f,942
15717,",",",",interp,942
15718,mówił,mówić,praet:sg:m1:imperf,942
15719,do,do,prep:gen,942
15720,swego,swój,adj:sg:gen:m1:pos,942
15721,odbiorcy,odbiorca,subst:sg:gen:m1,942
15722,wprost,wprost,adv,942
15723,",",",",interp,942
15724,jak,jak,adv:pos,942
15725,ocenia,oceniać,fin:sg:ter:imperf,942
15726,Niemca,Niemiec,subst:sg:acc:m1,942
15727,.,.,interp,942
15728,Przytoczmy,przytoczyć,impt:pl:pri:perf,943
15729,chociażby,chociażby,qub,943
15730,podpis,podpis,subst:sg:acc:m3,943
15731,spod,spod,prep:gen:nwok,943
15732,obrazka,obrazek,subst:sg:gen:m3,943
15733,z,z,prep:gen:nwok,943
15734,początku,początek,subst:sg:gen:m3,943
15735,lat,rok,subst:pl:gen:m3,943
15736,dwudziestych,dwudziesty,adj:pl:gen:m3:pos,943
15737,:,:,interp,943
15738,Ech,ech,interj,943
15739,",",",",interp,943
15740,żeby,żeby,qub,943
15741,mi,ja,ppron12:sg:dat:m1:pri:nakc,943
15742,nasz,nasz,adj:sg:nom:m1:pos,943
15743,dobry,dobry,adj:sg:nom:m1:pos,943
15744,Bóg,Bóg,subst:sg:nom:m1,943
15745,niemiecki,niemiecki,adj:sg:nom:m1:pos,943
15746,pozwolił,pozwolić,praet:sg:m1:perf,943
15747,ustrzelić,ustrzelić,inf:perf,943
15748,na,na,prep:acc,943
15749,Boże,Boży,adj:sg:acc:n:pos,943
15750,Narodzenie,Narodzenie,subst:sg:acc:n,943
15751,pół,pół,subst:sg:acc:n,943
15752,kopy,kopa,subst:sg:gen:f,943
15753,Polaków,Polak,subst:pl:gen:m1,943
15754,",",",",interp,943
15755,a,a,conj,943
15756,na,na,prep:acc,943
15757,Nowy,Nowy,adj:sg:acc:m3:pos,943
15758,Rok,Rok,subst:sg:acc:m3,943
15759,kopę,kopa,subst:sg:acc:f,943
15760,Francuzów,Francuz,subst:pl:gen:m1,943
15761,",",",",interp,943
15762,jakby,jakby,qub,943
15763,to,to,pred,943
15764,było,być,praet:sg:n:imperf,943
15765,pięknie,pięknie,adv:pos,943
15766,z,z,prep:gen:nwok,943
15767,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,943
15768,strony,strona,subst:sg:gen:f,943
15769,!,!,interp,943
15770,Trudno,trudno,adv:pos,944
15771,o,o,prep:acc,944
15772,bardziej,bardzo,adv:com,944
15773,jasny,jasny,adj:sg:acc:m3:pos,944
15774,i,i,conj,944
15775,dosadny,dosadny,adj:sg:acc:m3:pos,944
15776,przykład,przykład,subst:sg:acc:m3,944
15777,postrzegania,postrzeganie,subst:sg:gen:n,944
15778,Niemców,Niemiec,subst:pl:gen:m1,944
15779,.,.,interp,944
15780,Natomiast,natomiast,conj,945
15781,pozytywny,pozytywny,adj:sg:nom:m3:pos,945
15782,stereotyp,stereotyp,subst:sg:nom:m3,945
15783,Niemca,Niemiec,subst:sg:gen:m1,945
15784,w,w,prep:loc:nwok,945
15785,polskiej,polski,adj:sg:loc:f:pos,945
15786,prasie,prasa,subst:sg:loc:f,945
15787,pojawiał,pojawiać,praet:sg:m3:imperf,945
15788,się,się,qub,945
15789,sporadycznie,sporadycznie,adv:pos,945
15790,i,i,conj,945
15791,dotyczył,dotyczyć,praet:sg:m3:imperf,945
15792,niemieckiej,niemiecki,adj:sg:gen:f:pos,945
15793,gospodarności,gospodarność,subst:sg:gen:f,945
