,orth,base,ctag,chunk
16177,goszcząc,gościć,pcon:imperf,924
16178,w,w,prep:acc:nwok,924
16179,Zespole,zespół,subst:sg:loc:m3,924
16180,Szkół,szkoła,subst:pl:gen:f,924
16181,Technicznych,techniczny,adj:pl:gen:m1:pos,924
16182,i,i,conj,924
16183,Ogólnokształcących,ogólnokształcący,adj:pl:gen:m1:pos,924
16184,na,na,prep:acc,924
16185,40,40,num:pl:nom:m1:rec,924
16186,-,-,interp,924
16187,leciu,leciu,ign,924
16188,szkoły,szkoła,subst:sg:gen:f,924
16189,.,.,interp,924
16190,Tyle,tyle,adv:pos,925
16191,?,?,interp,925
16192,Aż,aż,comp,926
16193,tyle,tyle,adv:pos,926
16194,!,!,interp,926
16195,O,o,prep:acc,927
16196,taką,taka,subst:sg:inst:f,927
16197,interwencję,interwencja,subst:sg:acc:f,927
16198,prosił,prosić,praet:sg:m1:imperf,927
16199,mnie,ja,ppron12:sg:gen:m1:pri:akc,927
16200,Pan,Pan,subst:sg:nom:m1,927
16201,Pan,pan,subst:sg:nom:m1,927
16202,Prezydent,prezydent,subst:sg:nom:m1,927
16203,”,”,interp,927
16204,–,–,interp,927
16205,napisała,napisać,praet:sg:f:perf,927
16206,posłanka,posłanek,subst:sg:gen:m1,927
16207,.,.,interp,927
16208,„,„,interp,928
16209,Szkoda,szkoda,pred,928
16210,tylko,tylko,conj,928
16211,",",",",interp,928
16212,że,że,comp,928
16213,po,po,prep:acc,928
16214,wygranych,wygrana,subst:pl:gen:f,928
16215,przez,przez,prep:acc:nwok,928
16216,Pana,Pan,subst:sg:gen:m1,928
16217,Pana,pan,subst:sg:gen:m1,928
16218,Prezydenta,prezydent,subst:sg:gen:m1,928
16219,wyborach,wybory,subst:pl:loc:n,928
16220,spotkali,spotkać,praet:pl:m1:perf,928
16221,śmy,być,aglt:pl:pri:imperf:nwok,928
16222,się,się,qub,928
16223,w,w,prep:acc:nwok,928
16224,sprawie,sprawa,subst:sg:dat:f,928
16225,Legnicy,Legnica,subst:sg:gen:f,928
16226,tylko,tylko,conj,928
16227,jeden,jeden,subst:sg:nom:m2,928
16228,raz,raz,subst:sg:nom:m3,928
16229,”,”,interp,928
16230,–,–,interp,928
16231,dodała,dodać,praet:sg:f:perf,928
16232,posłanka,posłanek,subst:sg:gen:m1,928
16233,Kowalska,Kowalska,subst:sg:nom:f,928
16234,.,.,interp,928
16235,Sekret,sekret,subst:sg:nom:m3,929
16236,szósty,szósty,subst:sg:nom:m2,929
16237,:,:,interp,929
16238,Podstawą,podstawa,subst:sg:inst:f,929
16239,jest,być,fin:sg:ter:imperf,929
16240,kontrolaJeśli,kontrolaJeśli,ign,929
16241,kontrolujemy,kontrolować,fin:pl:pri:imperf,929
16242,nasz,nasz,adj:sg:nom:m1:pos,929
16243,umysł,umysł,subst:sg:nom:m3,929
16244,i,i,conj,929
16245,nasze,nasze,subst:sg:nom:n,929
16246,emocje,emocja,subst:pl:nom:f,929
16247,",",",",interp,929
16248,kontrolujemy,kontrolować,fin:pl:pri:imperf,929
16249,siebie,siebie,siebie:gen,929
16250,i,i,conj,929
16251,nasze,nasze,subst:sg:nom:n,929
16252,życie,życie,subst:sg:nom:n,929
16253,.,.,interp,929
16254,Droga,droga,subst:sg:nom:f,930
16255,do,do,prep:gen,930
16256,sukcesu,sukces,subst:sg:gen:m3,930
16257,jest,być,fin:sg:ter:imperf,930
16258,drogą,droga,subst:sg:inst:f,930
16259,ciągłej,ciągły,adj:sg:gen:f:pos,930
16260,walki,walka,subst:sg:gen:f,930
16261,z,z,prep:gen:nwok,930
16262,własnymi,własne,subst:pl:inst:n,930
16263,uprzedzeniami,uprzedzenie,subst:pl:inst:n,930
16264,i,i,conj,930
16265,słabościami,słabość,subst:pl:inst:f,930
16266,",",",",interp,930
16267,drogą,droga,subst:sg:inst:f,930
16268,pełną,pełny,adj:sg:acc:f:pos,930
16269,wyrzeczeń,wyrzeczenie,subst:pl:gen:n,930
16270,i,i,conj,930
16271,zmagań,zmagania,subst:pl:gen:n,930
16272,zmagań,zmaganie,subst:pl:gen:n,930
16273,.,.,interp,930
16274,Aby,aby,comp,931
16275,odnieść,odnieść,inf:perf,931
16276,rzeczywisty,rzeczywisty,adj:sg:nom:m1:pos,931
16277,sukces,sukces,subst:sg:nom:m3,931
16278,",",",",interp,931
16279,istotne,istotny,adj:sg:nom:n:pos,931
16280,jest,być,fin:sg:ter:imperf,931
16281,",",",",interp,931
16282,jak,jak,conj,931
16283,dobrze,dobrze,adv:pos,931
16284,radzimy,radzić,fin:pl:pri:imperf,931
16285,sobie,siebie,siebie:dat,931
16286,ze,z,prep:gen:wok,931
16287,światem,świat,subst:sg:inst:m3,931
16288,naszych,nasi,subst:pl:gen:m1,931
16289,emocji,emocja,subst:sg:gen:f,931
16290,i,i,conj,931
16291,myśli,myśl,subst:sg:gen:f,931
16292,",",",",interp,931
16293,a,a,conj,931
16294,nie,nie,conj,931
16295,ze,z,prep:gen:wok,931
16296,światem,świat,subst:sg:inst:m3,931
16297,zewnętrznym,zewnętrzny,adj:sg:inst:m1:pos,931
16298,.,.,interp,931
16299,Kluczem,klucz,subst:sg:inst:m3,932
16300,do,do,prep:gen,932
16301,sukcesu,sukces,subst:sg:gen:m3,932
16302,jest,być,fin:sg:ter:imperf,932
16303,samodyscyplina,samodyscyplina,subst:sg:nom:f,932
16304,",",",",interp,932
16305,przez,przez,prep:acc:nwok,932
16306,którą,który,adj:sg:acc:f:pos,932
16307,rozumie,rozum,subst:sg:loc:m3,932
16308,się,się,qub,932
16309,zdolność,zdolność,subst:sg:nom:f,932
16310,kontrolowania,kontrolować,ger:sg:gen:n:imperf:aff,932
16311,samego,sam,adj:sg:gen:m1:pos,932
16312,siebie,siebie,siebie:gen,932
16313,",",",",interp,932
16314,w,w,prep:acc:nwok,932
16315,tym,tym,conj,932
16316,przede,przed,prep:acc:wok,932
16317,wszystkim,wszyscy,subst:pl:dat:m1,932
16318,swoich,swoje,subst:pl:gen:n,932
16319,emocji,emocja,subst:sg:gen:f,932
16320,i,i,conj,932
16321,myśli,myśl,subst:sg:gen:f,932
16322,.,.,interp,932
16323,Samodyscyplina,samodyscyplina,subst:sg:nom:f,933
16324,jest,być,fin:sg:ter:imperf,933
16325,konieczna,konieczny,adj:sg:nom:f:pos,933
16326,",",",",interp,933
16327,aby,aby,comp,933
16328,wykształcić,wykształcić,inf:perf,933
16329,i,i,conj,933
16330,utrzymać,utrzymać,inf:perf,933
16331,w,w,prep:acc:nwok,933
16332,sobie,siebie,siebie:dat,933
16333,pozytywną,pozytywny,adj:sg:acc:f:pos,933
16334,postawę,postawa,subst:sg:acc:f,933
16335,umysłową,umysłowy,adj:sg:acc:f:pos,933
16336,oraz,oraz,conj,933
16337,zmierzać,zmierzać,inf:imperf,933
16338,w,w,prep:acc:nwok,933
16339,kierunku,kierunek,subst:sg:gen:m3,933
16340,obranego,obrać,ppas:sg:gen:m1:perf:aff,933
16341,celu,cel,subst:sg:gen:m3,933
16342,.,.,interp,933
16343,Brak,brak,pred,934
16344,samodyscypliny,samodyscyplina,subst:sg:gen:f,934
16345,oznacza,oznaczać,fin:sg:ter:imperf,934
16346,klęskę,klęska,subst:sg:acc:f,934
16347,w,w,prep:acc:nwok,934
16348,walce,walc,subst:pl:nom:m2,934
16349,z,z,prep:gen:nwok,934
16350,siedmioma,siedem,num:pl:nom:m1:rec,934
16351,siedmioma,siedem,num:pl:nom:m1:rec,934
16352,siedmioma,siedem,num:pl:nom:m1:rec,934
16353,siedmioma,siedem,num:pl:nom:m1:rec,934
16354,siedmioma,siedem,num:pl:nom:m1:rec,934
16355,głównymi,główny,adj:pl:inst:m1:pos,934
16356,emocjami,emocja,subst:pl:inst:f,934
16357,negatywnymi,negatywny,adj:pl:inst:m1:pos,934
16358,:,:,interp,934
16359,strachem,strach,subst:sg:inst:m2,934
16360,",",",",interp,934
16361,nienawiścią,nienawiść,subst:sg:inst:f,934
16362,",",",",interp,934
16363,gniewem,gniew,subst:sg:inst:m3,934
16364,",",",",interp,934
16365,chciwością,chciwość,subst:sg:inst:f,934
16366,",",",",interp,934
16367,zazdrością,zazdrość,subst:sg:inst:f,934
16368,",",",",interp,934
16369,mściwością,mściwość,subst:sg:inst:f,934
16370,i,i,conj,934
16371,podejrzliwością,podejrzliwość,subst:sg:inst:f,934
16372,.,.,interp,934
16373,Samodyscyplina,samodyscyplina,subst:sg:nom:f,935
16374,oznacza,oznaczać,fin:sg:ter:imperf,935
16375,natomiast,natomiast,conj,935
16376,zdolność,zdolność,subst:sg:nom:f,935
16377,koncentracji,koncentracja,subst:sg:gen:f,935
16378,na,na,prep:acc,935
16379,emocjach,emocja,subst:pl:loc:f,935
16380,pozytywnych,pozytywny,adj:pl:gen:m1:pos,935
16381,",",",",interp,935
16382,do,do,prep:gen,935
16383,których,który,adj:pl:gen:m1:pos,935
16384,zalicza,zaliczać,fin:sg:ter:imperf,935
16385,się,się,qub,935
16386,miłość,miłość,subst:sg:nom:f,935
16387,",",",",interp,935
16388,seks,seks,subst:sg:nom:m3,935
16389,",",",",interp,935
16390,nadzieję,nadzieja,subst:sg:acc:f,935
16391,",",",",interp,935
16392,wiarę,wiara,subst:sg:acc:f,935
16393,",",",",interp,935
16394,entuzjazm,entuzjazm,subst:sg:nom:m3,935
16395,",",",",interp,935
16396,lojalność,lojalność,subst:sg:nom:f,935
16397,i,i,conj,935
16398,pragnienie,pragnienie,subst:sg:nom:n,935
16399,.,.,interp,935
16400,Kormorany,kormoran,subst:pl:nom:m2,936
16401,swą,swój,adj:sg:acc:f:pos,936
16402,działalność,działalność,subst:sg:nom:f,936
16403,zapoczątkowały,zapoczątkować,praet:pl:m2:perf,936
16404,jeszcze,jeszcze,qub,936
16405,w,w,prep:acc:nwok,936
16406,latach,lato,subst:pl:loc:n,936
16407,80,80,num:pl:nom:m1:rec,936
16408,-,-,interp,936
16409,tych,ten,adj:pl:gen:m1:pos,936
16410,.,.,interp,936
16411,Swój,swój,adj:sg:nom:m1:pos,937
16412,legendarny,legendarny,adj:sg:nom:m1:pos,937
16413,status,status,subst:sg:nom:m3,937
16414,grupa,grupa,subst:sg:nom:f,937
16415,zawdzięcza,zawdzięczać,fin:sg:ter:imperf,937
16416,w,w,prep:acc:nwok,937
16417,głównej,główny,adj:sg:gen:f:pos,937
16418,mierze,miara,subst:sg:dat:f,937
16419,niezwykłym,niezwykły,adj:sg:inst:m1:pos,937
16420,koncertom,koncert,subst:pl:dat:m3,937
16421,-,-,interp,937
16422,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,937
16423,pierwsza,pierwsza,subst:sg:nom:f,937
16424,płyta,płyta,subst:sg:nom:f,937
16425,została,zostać,praet:sg:f:perf,937
16426,wydana,wydać,ppas:sg:nom:f:perf:aff,937
16427,dopiero,dopiero,qub,937
16428,dwa,dwa,num:pl:nom:m1:rec,937
16429,dwa,dwa,num:pl:nom:m1:rec,937
16430,dwa,dwa,num:pl:nom:m1:rec,937
16431,dwa,dwa,num:pl:nom:m1:rec,937
16432,dwa,dwa,num:pl:nom:m1:rec,937
16433,dwa,dwa,num:pl:nom:m1:rec,937
16434,dwa,dwa,num:pl:nom:m1:rec,937
16435,dwa,dwa,num:pl:nom:m1:rec,937
16436,dwa,dwa,num:pl:nom:m1:rec,937
16437,lata,lato,subst:sg:gen:n,937
16438,temu,temu,prep:acc,937
16439,.,.,interp,937
16440,Specyficzna,specyficzny,adj:sg:nom:f:pos,938
16441,aura,aura,subst:sg:nom:f,938
16442,wnętrz,wnętrze,subst:pl:gen:n,938
16443,",",",",interp,938
16444,którymi,który,adj:pl:inst:m1:pos,938
16445,często,często,adv:pos,938
16446,były,były,subst:sg:nom:m1,938
16447,bunkry,bunkier,subst:pl:nom:m3,938
16448,",",",",interp,938
16449,wieże,wieża,subst:pl:nom:f,938
16450,ciśnień,ciśnienie,subst:pl:gen:n,938
16451,",",",",interp,938
16452,jaskinie,jaskinia,subst:pl:nom:f,938
16453,udzielała,udzielać,praet:sg:f:imperf,938
16454,się,się,qub,938
16455,psychodelicznej,psychodeliczny,adj:sg:gen:f:pos,938
16456,",",",",interp,938
16457,ilustracyjnej,ilustracyjny,adj:sg:gen:f:pos,938
16458,i,i,conj,938
16459,trochę,trochę,adv:pos,938
16460,industrialnej,industrialny,adj:sg:gen:f:pos,938
16461,muzyce,muzyka,subst:sg:dat:f,938
16462,zespołu,zespół,subst:sg:gen:m3,938
16463,.,.,interp,938
16464,W,w,prep:acc:nwok,939
16465,latach,lato,subst:pl:loc:n,939
16466,90,90,num:pl:nom:m1:rec,939
16467,.,.,interp,939
16468,grupa,grupa,subst:sg:nom:f,939
16469,znana,znana,subst:sg:nom:f,939
16470,była,była,subst:sg:nom:f,939
16471,bardziej,bardziej,adv:pos,939
16472,ze,z,prep:gen:wok,939
16473,sceny,scena,subst:sg:gen:f,939
16474,teatralnej,teatralny,adj:sg:gen:f:pos,939
16475,",",",",interp,939
16476,niż,niż,conj,939
16477,muzycznej,muzyczny,adj:sg:gen:f:pos,939
16478,.,.,interp,939
16479,Muzycy,muzyk,subst:pl:nom:m1,940
16480,stworzyli,stworzyć,praet:pl:m1:perf,940
16481,cenione,cenić,ppas:sg:nom:n:imperf:aff,940
16482,ścieżki,ścieżek,subst:pl:nom:m3,940
16483,dźwiękowe,dźwiękowy,adj:sg:nom:n:pos,940
16484,do,do,prep:gen,940
16485,wielu,wiele,num:pl:nom:m1:rec,940
16486,wielu,wiele,num:pl:nom:m1:rec,940
16487,wielu,wiele,num:pl:nom:m1:rec,940
16488,wielu,wiele,num:pl:nom:m1:rec,940
16489,wielu,wiele,num:pl:nom:m1:rec,940
16490,wielu,wiele,num:pl:nom:m1:rec,940
16491,wielu,wiele,num:pl:nom:m1:rec,940
16492,wielu,wiele,num:pl:nom:m1:rec,940
16493,wielu,wiele,num:pl:nom:m1:rec,940
16494,wielu,wiele,num:pl:nom:m1:rec,940
16495,wielu,wiele,num:pl:nom:m1:rec,940
16496,wielu,wiele,num:pl:nom:m1:rec,940
16497,wielu,wiele,num:pl:nom:m1:rec,940
16498,wielu,wiele,num:pl:nom:m1:rec,940
16499,wielu,wiele,num:pl:nom:m1:rec,940
16500,wielu,wiele,num:pl:nom:m1:rec,940
16501,wielu,wiele,num:pl:nom:m1:rec,940
16502,wielu,wiele,num:pl:nom:m1:rec,940
16503,wielu,wiele,num:pl:nom:m1:rec,940
16504,wielu,wiele,num:pl:nom:m1:rec,940
16505,wielu,wiele,num:pl:nom:m1:rec,940
16506,wielu,wiele,num:pl:nom:m1:rec,940
16507,wielu,wiele,num:pl:nom:m1:rec,940
16508,spektakli,spektakl,subst:pl:gen:m3,940
16509,nie,nie,conj,940
16510,tylko,tylko,conj,940
16511,wrocławskich,wrocławski,adj:pl:gen:m1:pos,940
16512,teatrów,teatr,subst:pl:gen:m3,940
16513,.,.,interp,940
16514,Zespołowi,zespół,subst:sg:dat:m3,941
16515,Program,program,subst:sg:nom:m3,941
16516,równie,równie,adv:pos,941
16517,dobrze,dobrze,adv:pos,941
16518,jak,jak,conj,941
16519,Kormoran,kormoran,subst:sg:nom:m2,941
16520,można,można,pred,941
16521,nadać,nadać,inf:perf,941
16522,status,status,subst:sg:nom:m3,941
16523,legendy,legenda,subst:sg:gen:f,941
16524,.,.,interp,941
16525,Wydany,wydać,ppas:sg:nom:m1:perf:aff,942
16526,jedynie,jedynie,qub,942
16527,na,na,prep:acc,942
16528,kasecie,kaseta,subst:sg:dat:f,942
16529,debiut,debiut,subst:sg:nom:m3,942
16530,sprzed,sprzed,prep:gen:nwok,942
16531,niemal,niemal,qub,942
16532,dekady,dekada,subst:sg:gen:f,942
16533,",",",",interp,942
16534,po,po,prep:acc,942
16535,drodze,droga,subst:sg:dat:f,942
16536,epka,epka,subst:sg:nom:f,942
16537,",",",",interp,942
16538,wreszcie,wreszcie,qub,942
16539,„,„,interp,942
16540,Blackmeat,Blackmeat,ign,942
16541,of,of,ign,942
16542,W,w,prep:acc:nwok,942
16543,.,.,interp,942
16544,B,bajt,brev:npun,942
16545,B,bit,brev:npun,942
16546,.,.,interp,942
16547,”,”,interp,942
16548,",",",",interp,942
16549,pierwsza,pierwsza,subst:sg:nom:f,942
16550,pełnowymiarowa,pełnowymiarowy,adj:sg:nom:f:pos,942
16551,płyta,płyta,subst:sg:nom:f,942
16552,składają,składać,fin:pl:ter:imperf,942
16553,się,się,qub,942
16554,na,na,prep:acc,942
16555,dotychczasowy,dotychczasowy,adj:sg:nom:m1:pos,942
16556,dorobek,dorobek,subst:sg:nom:m3,942
16557,grupy,grupa,subst:sg:gen:f,942
16558,.,.,interp,942
16559,Ich,on,ppron3:pl:gen:m1:ter:akc:npraep,943
16560,powalające,powalający,adj:sg:nom:n:pos,943
16561,",",",",interp,943
16562,krótkie,krótki,adj:sg:nom:n:pos,943
16563,",",",",interp,943
16564,acz,acz,comp,943
16565,wyczerpujące,wyczerpujący,adj:sg:nom:n:pos,943
16566,energetycznie,energetycznie,adv:pos,943
16567,koncerty,koncert,subst:pl:nom:m3,943
16568,to,to,conj,943
16569,zasługa,zasługa,subst:sg:nom:f,943
16570,świetnych,świetny,adj:pl:gen:m1:pos,943
16571,muzyków,muzyk,subst:pl:gen:m1,943
16572,i,i,conj,943
16573,poszukującego,poszukujący,adj:sg:gen:m1:pos,943
16574,inspiracji,inspiracja,subst:sg:gen:f,943
16575,u,u,prep:gen,943
16576,Mike'a,Mike'a,ign,943
16577,Pattona,Pattona,ign,943
16578,wokalisty,wokalista,subst:sg:gen:m1,943
16579,Kostasa,Kostasa,ign,943
16580,.,.,interp,943
16581,Wiadomo,wiadomo,pred,944
16582,",",",",interp,944
16583,że,że,comp,944
16584,zarówno,zarówno,conj,944
16585,urzędy,urząd,subst:pl:nom:m3,944
16586,jak,jak,conj,944
16587,i,i,conj,944
16588,sądy,sąd,subst:pl:nom:m3,944
16589,powinny,powinny,adj:sg:nom:m1:pos,944
16590,brać,brać,inf:imperf,944
16591,pod,pod,prep:acc:nwok,944
16592,uwagę,uwaga,subst:sg:acc:f,944
16593,dobro,dobro,subst:sg:nom:n,944
16594,dziecka,dziecko,subst:sg:gen:n,944
16595,.,.,interp,944
16596,Jak,jak,conj,945
16597,je,on,ppron3:sg:acc:n:ter:akc:npraep,945
16598,jednak,jednak,conj,945
16599,zdefiniować,zdefiniować,inf:perf,945
16600,",",",",interp,945
16601,by,by,comp,945
16602,nie,nie,conj,945
16603,naruszać,naruszać,inf:imperf,945
16604,wolności,wolność,subst:sg:gen:f,945
16605,obywatelskiej,obywatelski,adj:sg:gen:f:pos,945
16606,rodziców,rodzic,subst:pl:gen:m1,945
16607,rodziców,rodzice,subst:pl:gen:m1,945
16608,?,?,interp,945
16609,Poza,poza,prep:acc,946
16610,wypadkami,wypadek,subst:pl:inst:m3,946
16611,oczywistymi,oczywisty,adj:pl:inst:m1:pos,946
16612,",",",",interp,946
16613,jak,jak,conj,946
16614,znęcanie,znęcanie,subst:sg:nom:n,946
16615,się,się,qub,946
16616,",",",",interp,946
16617,brak,brak,pred,946
16618,opieki,opieka,subst:sg:gen:f,946
16619,",",",",interp,946
16620,demoralizujący,demoralizujący,adj:sg:nom:m1:pos,946
16621,wpływ,wpływ,subst:sg:nom:m3,946
16622,na,na,prep:acc,946
16623,dzieci,dziecko,subst:pl:nom:n,946
16624,",",",",interp,946
16625,pozostaje,pozostawać,fin:sg:ter:imperf,946
16626,spory,spora,subst:sg:gen:f,946
16627,margines,margines,subst:sg:nom:m3,946
16628,wątpliwości,wątpliwość,subst:sg:gen:f,946
16629,.,.,interp,946
16630,Czy,czy,conj,947
16631,istnieje,istnieć,fin:sg:ter:imperf,947
16632,obiektywna,obiektywny,adj:sg:nom:f:pos,947
16633,ocena,ocena,subst:sg:nom:f,947
16634,rodzicielskich,rodzicielski,adj:pl:gen:m1:pos,947
16635,kwalifikacji,kwalifikacja,subst:sg:gen:f,947
16636,",",",",interp,947
16637,podawanych,podawać,ppas:pl:gen:m1:imperf:aff,947
16638,w,w,prep:acc:nwok,947
16639,wątpliwość,wątpliwość,subst:sg:nom:f,947
16640,w,w,prep:acc:nwok,947
16641,imię,imię,subst:sg:nom:n,947
16642,zagrożonego,zagrozić,ppas:sg:gen:m1:perf:aff,947
16643,dobra,dobra,subst:pl:nom:n,947
16644,dobra,dobro,subst:pl:nom:n,947
16645,dziecka,dziecko,subst:sg:gen:n,947
16646,?,?,interp,947
16647,Jaki,jak,subst:pl:nom:m2,948
16648,na,na,prep:acc,948
16649,przykład,przykład,subst:sg:nom:m3,948
16650,trzeba,trzeba,pred,948
16651,mieć,mieć,inf:imperf,948
16652,iloraz,iloraz,subst:sg:nom:m3,948
16653,inteligencji,inteligencja,subst:sg:gen:f,948
16654,",",",",interp,948
16655,żeby,żeby,comp,948
16656,nie,nie,conj,948
16657,podpaść,podpaść,inf:perf,948
16658,urzędnikom,urzędnik,subst:pl:dat:m1,948
16659,?,?,interp,948
16660,Dowcip,dowcip,subst:sg:nom:m3,949
16661,rysunkowy,rysunkowy,adj:sg:nom:m1:pos,949
16662,często,często,adv:pos,949
16663,bywał,bywać,praet:sg:m1:imperf,949
16664,niezbyt,niezbyt,adv:pos,949
16665,wybredny,wybredny,adj:sg:nom:m1:pos,949
16666,.,.,interp,949
16667,Autor,autor,subst:sg:nom:m1,950
16668,",",",",interp,950
16669,nie,nie,conj,950
16670,bawiąc,bawić,pcon:imperf,950
16671,się,się,qub,950
16672,w,w,prep:acc:nwok,950
16673,żadną,żaden,adj:sg:acc:f:pos,950
16674,symbolikę,symbolika,subst:sg:acc:f,950
16675,",",",",interp,950
16676,mówił,mówić,praet:sg:m1:imperf,950
16677,do,do,prep:gen,950
16678,swego,swój,adj:sg:gen:m1:pos,950
16679,odbiorcy,odbiorca,subst:sg:gen:m1,950
16680,wprost,wprost,adv:pos,950
16681,",",",",interp,950
16682,jak,jak,conj,950
16683,ocenia,oceniać,fin:sg:ter:imperf,950
16684,Niemca,Niemiec,subst:sg:gen:m1,950
16685,Niemca,niemiec,subst:sg:gen:m1,950
16686,.,.,interp,950
16687,Przytoczmy,przytoczyć,impt:pl:pri:perf,951
16688,chociażby,chociażby,comp,951
16689,podpis,podpis,subst:sg:nom:m3,951
16690,spod,spod,prep:gen:nwok,951
16691,obrazka,obrazek,subst:sg:gen:m3,951
16692,z,z,prep:gen:nwok,951
16693,początku,początek,subst:sg:gen:m3,951
16694,lat,lato,subst:pl:gen:n,951
16695,dwudziestych,dwudziesta,subst:pl:gen:f,951
16696,:,:,interp,951
16697,Ech,echo,subst:pl:gen:n,951
16698,",",",",interp,951
16699,żeby,żeby,comp,951
16700,mi,mi,subst:sg:nom:n,951
16701,nasz,nasz,adj:sg:nom:m1:pos,951
16702,dobry,dobry,subst:sg:nom:m1,951
16703,Bóg,bóg,subst:sg:nom:m1,951
16704,niemiecki,niemiecki,subst:sg:nom:m3,951
16705,pozwolił,pozwolić,praet:sg:m1:perf,951
16706,ustrzelić,ustrzelić,inf:perf,951
16707,na,na,prep:acc,951
16708,Boże,bóg,subst:sg:voc:m1,951
16709,Narodzenie,narodzenie,subst:sg:nom:n,951
16710,pół,poła,subst:pl:gen:f,951
16711,pół,póła,subst:pl:gen:f,951
16712,kopy,kop,subst:pl:nom:m2,951
16713,Polaków,Polak,subst:pl:gen:m1,951
16714,",",",",interp,951
16715,a,a,conj,951
16716,na,na,prep:acc,951
16717,Nowy,nowy,subst:sg:nom:m1,951
16718,Rok,rok,subst:sg:nom:m3,951
16719,kopę,kopa,subst:sg:acc:f,951
16720,Francuzów,Francuz,subst:pl:gen:m1,951
16721,Francuzów,francuz,subst:pl:gen:m1,951
16722,",",",",interp,951
16723,jakby,jakby,comp,951
16724,to,to,conj,951
16725,było,być,praet:sg:n:imperf,951
16726,pięknie,pięknie,adv:pos,951
16727,z,z,prep:gen:nwok,951
16728,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,951
16729,strony,strona,subst:sg:gen:f,951
16730,!,!,interp,951
16731,Trudno,trudno,adv:pos,952
16732,o,o,prep:acc,952
16733,bardziej,bardziej,adv:pos,952
16734,jasny,jasny,adj:sg:nom:m1:pos,952
16735,i,i,conj,952
16736,dosadny,dosadny,adj:sg:nom:m1:pos,952
16737,przykład,przykład,subst:sg:nom:m3,952
16738,postrzegania,postrzeganie,subst:sg:gen:n,952
16739,Niemców,Niemiec,subst:pl:gen:m1,952
16740,Niemców,niemiec,subst:pl:gen:m1,952
16741,.,.,interp,952
16742,Natomiast,natomiast,conj,953
16743,pozytywny,pozytywny,adj:sg:nom:m1:pos,953
16744,stereotyp,stereotyp,subst:sg:nom:m3,953
16745,Niemca,Niemiec,subst:sg:gen:m1,953
16746,Niemca,niemiec,subst:sg:gen:m1,953
16747,w,w,prep:acc:nwok,953
16748,polskiej,polski,adj:sg:gen:f:pos,953
16749,prasie,prasa,subst:sg:dat:f,953
16750,pojawiał,pojawiać,praet:sg:m1:imperf,953
16751,się,się,qub,953
16752,sporadycznie,sporadycznie,adv:pos,953
16753,i,i,conj,953
16754,dotyczył,dotyczyć,praet:sg:m1:imperf,953
16755,niemieckiej,niemiecki,adj:sg:gen:f:pos,953
16756,gospodarności,gospodarność,subst:sg:gen:f,953
16757,",",",",interp,953
16758,punktualności,punktualność,subst:sg:gen:f,953
16759,",",",",interp,953
16760,czyli,czyli,conj,953
16761,tego,to,subst:sg:gen:n,953
16762,wszystkiego,wszystko,subst:sg:gen:n,953
16763,",",",",interp,953
16764,co,co,comp,953
16765,składa,składać,fin:sg:ter:imperf,953
16766,się,się,qub,953
16767,na,na,prep:acc,953
16768,tzw,tak_zwany,brev:pun,953
16769,.,.,interp,953
16770,Deutsche,Deutsche,ign,953
16771,Ordnung,Ordnung,ign,953
16772,.,.,interp,953
16773,-,-,interp,954
16774,Tak,tak,adv:pos,954
16775,",",",",interp,954
16776,bo,bo,comp,954
16777,widzą,widzieć,fin:pl:ter:imperf,954
16778,",",",",interp,954
16779,że,że,comp,954
16780,okazujemy,okazować,fin:pl:pri:imperf,954
16781,okazujemy,okazywać,fin:pl:pri:imperf,954
16782,szacunek,szacunek,subst:sg:nom:m3,954
16783,.,.,interp,954
16784,"""","""",interp,955
16785,Use,Use,ign,955
16786,deadly,deadly,ign,955
16787,force,force,ign,955
16788,"""","""",interp,955
16789,z,z,prep:gen:nwok,955
